# vi: sw=20 ts=20
X:$0,0,24,S	24-bit servo cycle counter
D:$F8D	Motor 31 Present master pos (1/[Ixx07*32] cts)
X:$FB4,24,S	Motor 31 Present phase position (counts *Ixx70)
D:$FB4	Motor 31 Present phase position (including fraction)
X:$FBC,8,16,S	Motor 31 Quadrature current-loop integrator output
X:$FB0,17,1	Motor 31 Running-program bit
Y:$FC0,11,1	Motor 31 Stopped-on-position-limit bit
D:$FC7	Motor 31 Target (end) position (1/[Ixx08*32] cts)
L:$FD7	Motor 31 Variable jog position/distance (cts)
Y:$FC0,1,1	Motor 31 Warning-following error bit
L:$FCF	Motor 31 X/U/A/B/C-Axis scale factor (cts/unit)
L:$FD0	Motor 31 Y/V-Axis scale factor (cts/unit)
L:$FD1	Motor 31 Z/W-Axis scale factor (cts/unit)
Y:$1039,8,16,S	Motor 32 Actual direct current
D:$100B	Motor 32 Actual position (1/[Ixx08*32] cts)
X:$1039,8,16,S	Motor 32 Actual quadrature current
X:$101D,0,24,S	Motor 32 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$1030,19,1	Motor 32 Amplifier-enabled status bit
Y:$1040,3,1	Motor 32 Amplifier-fault-error bit
Y:$10F2,15,1	Motor 32 autosave restored
D:$106F	Motor 32 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$1052	Motor 32 Axis offset (cts)
Y:$1040,0,1	Motor 32 Background in-position bit
D:$1008	Motor 32 Commanded position (1/[Ixx08*32] cts)
D:$1010	Motor 32 Compensation correction (1/[Ixx08*32] cts)
Y:$1040,20,4	Motor 32 CS number
X:$1030,13,1	Motor 32 Desired-velocity-zero bit
Y:$103C,8,16,S	Motor 32 Direct current-loop integrator output
X:$1030,15,1	Motor 32 Dwell-in-progress bit
Y:$104E,0,24,S	Motor 32 Encoder home capture position (cts)
Y:$1040,2,1	Motor 32 Fatal-following-error bit
X:$103F,8,16,S	Motor 32 Filter Output (16-bit DAC bits)
Y:$1040,13,1	Motor 32 Foreground in-postion bit
Y:$1040,10,1	Motor 32 Home-complete bit
Y:$1040,5,1	Motor 32 I2T fault bit
Y:$1040,15,1	Motor 32 in a CS?
Y:$1040,6,1	Motor 32 Integrated following error fault bit
X:$1030,22,1	Motor 32 Negative-end-limit-set bit
X:$1030,18,1	Motor 32 Open-loop-mode bit
Y:$1040,8,1	Motor 32 Phasing error fault bit
Y:$1040,9,1	Motor 32 Phasing search-in-progress bit
X:$102E,8,16,S	Motor 32 PID internal filter result (16-bit DAC bits)
D:$104C	Motor 32 Position bias (1/[Ixx08*32] cts)
X:$1030,21,1	Motor 32 Positive-end-limit-set bit
D:$100D	Motor 32 Present master pos (1/[Ixx07*32] cts)
X:$1034,24,S	Motor 32 Present phase position (counts *Ixx70)
D:$1034	Motor 32 Present phase position (including fraction)
X:$103C,8,16,S	Motor 32 Quadrature current-loop integrator output
X:$1030,17,1	Motor 32 Running-program bit
Y:$1040,11,1	Motor 32 Stopped-on-position-limit bit
D:$1047	Motor 32 Target (end) position (1/[Ixx08*32] cts)
L:$1057	Motor 32 Variable jog position/distance (cts)
Y:$1040,1,1	Motor 32 Warning-following error bit
L:$104F	Motor 32 X/U/A/B/C-Axis scale factor (cts/unit)
L:$1050	Motor 32 Y/V-Axis scale factor (cts/unit)
L:$1051	Motor 32 Z/W-Axis scale factor (cts/unit)
Y:$239,8,16,S	Motor 4 Actual direct current
D:$20B	Motor 4 Actual position (1/[Ixx08*32] cts)
X:$239,8,16,S	Motor 4 Actual quadrature current
X:$21D,0,24,S	Motor 4 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$230,19,1	Motor 4 Amplifier-enabled status bit
Y:$240,3,1	Motor 4 Amplifier-fault-error bit
Y:$10F1,3,1	Motor 4 autosave restored
D:$26F	Motor 4 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$252	Motor 4 Axis offset (cts)
Y:$240,0,1	Motor 4 Background in-position bit
D:$208	Motor 4 Commanded position (1/[Ixx08*32] cts)
D:$210	Motor 4 Compensation correction (1/[Ixx08*32] cts)
Y:$240,20,4	Motor 4 CS number
X:$230,13,1	Motor 4 Desired-velocity-zero bit
Y:$23C,8,16,S	Motor 4 Direct current-loop integrator output
X:$230,15,1	Motor 4 Dwell-in-progress bit
Y:$24E,0,24,S	Motor 4 Encoder home capture position (cts)
Y:$240,2,1	Motor 4 Fatal-following-error bit
X:$23F,8,16,S	Motor 4 Filter Output (16-bit DAC bits)
Y:$240,10,1	Motor 4 Home-complete bit
Y:$240,5,1	Motor 4 I2T fault bit
Y:$240,15,1	Motor 4 in a CS?
Y:$240,6,1	Motor 4 Integrated following error fault bit
X:$230,22,1	Motor 4 Negative-end-limit-set bit
X:$230,18,1	Motor 4 Open-loop-mode bit
Y:$240,8,1	Motor 4 Phasing error fault bit
Y:$240,9,1	Motor 4 Phasing search-in-progress bit
X:$22E,8,16,S	Motor 4 PID internal filter result (16-bit DAC bits)
D:$24C	Motor 4 Position bias (1/[Ixx08*32] cts)
X:$230,21,1	Motor 4 Positive-end-limit-set bit
D:$20D	Motor 4 Present master pos (1/[Ixx07*32] cts)
X:$234,24,S	Motor 4 Present phase position (counts *Ixx70)
D:$234	Motor 4 Present phase position (including fraction)
X:$23C,8,16,S	Motor 4 Quadrature current-loop integrator output
X:$230,17,1	Motor 4 Running-program bit
Y:$240,11,1	Motor 4 Stopped-on-position-limit bit
D:$247	Motor 4 Target (end) position (1/[Ixx08*32] cts)
L:$257	Motor 4 Variable jog position/distance (cts)
Y:$240,1,1	Motor 4 Warning-following error bit
L:$24F	Motor 4 X/U/A/B/C-Axis scale factor (cts/unit)
L:$250	Motor 4 Y/V-Axis scale factor (cts/unit)
L:$251	Motor 4 Z/W-Axis scale factor (cts/unit)
Y:$2B9,8,16,S	Motor 5 Actual direct current
D:$28B	Motor 5 Actual position (1/[Ixx08*32] cts)
X:$2B9,8,16,S	Motor 5 Actual quadrature current
X:$29D,0,24,S	Motor 5 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$2B0,19,1	Motor 5 Amplifier-enabled status bit
Y:$2C0,3,1	Motor 5 Amplifier-fault-error bit
Y:$10F1,4,1	Motor 5 autosave restored
D:$2EF	Motor 5 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$2D2	Motor 5 Axis offset (cts)
Y:$2C0,0,1	Motor 5 Background in-position bit
D:$288	Motor 5 Commanded position (1/[Ixx08*32] cts)
D:$290	Motor 5 Compensation correction (1/[Ixx08*32] cts)
Y:$2C0,20,4	Motor 5 CS number
X:$2B0,13,1	Motor 5 Desired-velocity-zero bit
Y:$2BC,8,16,S	Motor 5 Direct current-loop integrator output
X:$2B0,15,1	Motor 5 Dwell-in-progress bit
Y:$2CE,0,24,S	Motor 5 Encoder home capture position (cts)
Y:$2C0,2,1	Motor 5 Fatal-following-error bit
X:$2BF,8,16,S	Motor 5 Filter Output (16-bit DAC bits)
Y:$2C0,13,1	Motor 5 Foreground in-postion bit
Y:$2C0,10,1	Motor 5 Home-complete bit
Y:$2C0,5,1	Motor 5 I2T fault bit
Y:$2C0,15,1	Motor 5 in a CS?
Y:$2C0,6,1	Motor 5 Integrated following error fault bit
X:$2B0,22,1	Motor 5 Negative-end-limit-set bit
X:$2B0,18,1	Motor 5 Open-loop-mode bit
Y:$2C0,8,1	Motor 5 Phasing error fault bit
Y:$2C0,9,1	Motor 5 Phasing search-in-progress bit
X:$2AE,8,16,S	Motor 5 PID internal filter result (16-bit DAC bits)
D:$2CC	Motor 5 Position bias (1/[Ixx08*32] cts)
X:$2B0,21,1	Motor 5 Positive-end-limit-set bit
D:$28D	Motor 5 Present master pos (1/[Ixx07*32] cts)
X:$2B4,24,S	Motor 5 Present phase position (counts *Ixx70)
D:$2B4	Motor 5 Present phase position (including fraction)
X:$2BC,8,16,S	Motor 5 Quadrature current-loop integrator output
X:$2B0,17,1	Motor 5 Running-program bit
Y:$2C0,11,1	Motor 5 Stopped-on-position-limit bit
D:$2C7	Motor 5 Target (end) position (1/[Ixx08*32] cts)
L:$2D7	Motor 5 Variable jog position/distance (cts)
Y:$2C0,1,1	Motor 5 Warning-following error bit
L:$2CF	Motor 5 X/U/A/B/C-Axis scale factor (cts/unit)
L:$2D0	Motor 5 Y/V-Axis scale factor (cts/unit)
L:$2D1	Motor 5 Z/W-Axis scale factor (cts/unit)
Y:$339,8,16,S	Motor 6 Actual direct current
D:$30B	Motor 6 Actual position (1/[Ixx08*32] cts)
X:$339,8,16,S	Motor 6 Actual quadrature current
X:$31D,0,24,S	Motor 6 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$330,19,1	Motor 6 Amplifier-enabled status bit
Y:$340,3,1	Motor 6 Amplifier-fault-error bit
Y:$10F1,5,1	Motor 6 autosave restored
D:$36F	Motor 6 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$352	Motor 6 Axis offset (cts)
Y:$340,0,1	Motor 6 Background in-position bit
D:$308	Motor 6 Commanded position (1/[Ixx08*32] cts)
D:$310	Motor 6 Compensation correction (1/[Ixx08*32] cts)
Y:$340,20,4	Motor 6 CS number
X:$330,13,1	Motor 6 Desired-velocity-zero bit
Y:$33C,8,16,S	Motor 6 Direct current-loop integrator output
X:$330,15,1	Motor 6 Dwell-in-progress bit
Y:$34E,0,24,S	Motor 6 Encoder home capture position (cts)
Y:$340,2,1	Motor 6 Fatal-following-error bit
X:$33F,8,16,S	Motor 6 Filter Output (16-bit DAC bits)
Y:$340,13,1	Motor 6 Foreground in-postion bit
Y:$340,10,1	Motor 6 Home-complete bit
Y:$340,5,1	Motor 6 I2T fault bit
Y:$340,15,1	Motor 6 in a CS?
Y:$340,6,1	Motor 6 Integrated following error fault bit
X:$330,22,1	Motor 6 Negative-end-limit-set bit
X:$330,18,1	Motor 6 Open-loop-mode bit
Y:$340,8,1	Motor 6 Phasing error fault bit
Y:$340,9,1	Motor 6 Phasing search-in-progress bit
X:$32E,8,16,S	Motor 6 PID internal filter result (16-bit DAC bits)
D:$34C	Motor 6 Position bias (1/[Ixx08*32] cts)
X:$330,21,1	Motor 6 Positive-end-limit-set bit
D:$30D	Motor 6 Present master pos (1/[Ixx07*32] cts)
X:$334,24,S	Motor 6 Present phase position (counts *Ixx70)
D:$334	Motor 6 Present phase position (including fraction)
X:$33C,8,16,S	Motor 6 Quadrature current-loop integrator output
X:$330,17,1	Motor 6 Running-program bit
Y:$340,11,1	Motor 6 Stopped-on-position-limit bit
D:$347	Motor 6 Target (end) position (1/[Ixx08*32] cts)
L:$357	Motor 6 Variable jog position/distance (cts)
Y:$340,1,1	Motor 6 Warning-following error bit
L:$34F	Motor 6 X/U/A/B/C-Axis scale factor (cts/unit)
L:$350	Motor 6 Y/V-Axis scale factor (cts/unit)
L:$351	Motor 6 Z/W-Axis scale factor (cts/unit)
Y:$3B9,8,16,S	Motor 7 Actual direct current
D:$38B	Motor 7 Actual position (1/[Ixx08*32] cts)
X:$3B9,8,16,S	Motor 7 Actual quadrature current
X:$39D,0,24,S	Motor 7 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$3B0,19,1	Motor 7 Amplifier-enabled status bit
Y:$3C0,3,1	Motor 7 Amplifier-fault-error bit
Y:$10F1,6,1	Motor 7 autosave restored
D:$3EF	Motor 7 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$3D2	Motor 7 Axis offset (cts)
Y:$3C0,0,1	Motor 7 Background in-position bit
D:$388	Motor 7 Commanded position (1/[Ixx08*32] cts)
D:$390	Motor 7 Compensation correction (1/[Ixx08*32] cts)
Y:$3C0,20,4	Motor 7 CS number
X:$3B0,13,1	Motor 7 Desired-velocity-zero bit
Y:$3BC,8,16,S	Motor 7 Direct current-loop integrator output
X:$3B0,15,1	Motor 7 Dwell-in-progress bit
Y:$3CE,0,24,S	Motor 7 Encoder home capture position (cts)
Y:$3C0,2,1	Motor 7 Fatal-following-error bit
X:$3BF,8,16,S	Motor 7 Filter Output (16-bit DAC bits)
Y:$3C0,13,1	Motor 7 Foreground in-postion bit
Y:$3C0,10,1	Motor 7 Home-complete bit
Y:$3C0,5,1	Motor 7 I2T fault bit
Y:$3C0,15,1	Motor 7 in a CS?
Y:$3C0,6,1	Motor 7 Integrated following error fault bit
X:$3B0,22,1	Motor 7 Negative-end-limit-set bit
X:$3B0,18,1	Motor 7 Open-loop-mode bit
Y:$3C0,8,1	Motor 7 Phasing error fault bit
Y:$3C0,9,1	Motor 7 Phasing search-in-progress bit
X:$3AE,8,16,S	Motor 7 PID internal filter result (16-bit DAC bits)
D:$3CC	Motor 7 Position bias (1/[Ixx08*32] cts)
X:$3B0,21,1	Motor 7 Positive-end-limit-set bit
D:$38D	Motor 7 Present master pos (1/[Ixx07*32] cts)
X:$3B4,24,S	Motor 7 Present phase position (counts *Ixx70)
D:$3B4	Motor 7 Present phase position (including fraction)
X:$3BC,8,16,S	Motor 7 Quadrature current-loop integrator output
X:$3B0,17,1	Motor 7 Running-program bit
Y:$3C0,11,1	Motor 7 Stopped-on-position-limit bit
D:$3C7	Motor 7 Target (end) position (1/[Ixx08*32] cts)
L:$3D7	Motor 7 Variable jog position/distance (cts)
Y:$3C0,1,1	Motor 7 Warning-following error bit
L:$3CF	Motor 7 X/U/A/B/C-Axis scale factor (cts/unit)
L:$3D0	Motor 7 Y/V-Axis scale factor (cts/unit)
L:$3D1	Motor 7 Z/W-Axis scale factor (cts/unit)
Y:$439,8,16,S	Motor 8 Actual direct current
D:$40B	Motor 8 Actual position (1/[Ixx08*32] cts)
X:$439,8,16,S	Motor 8 Actual quadrature current
X:$41D,0,24,S	Motor 8 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$430,19,1	Motor 8 Amplifier-enabled status bit
Y:$440,3,1	Motor 8 Amplifier-fault-error bit
Y:$10F1,7,1	Motor 8 autosave restored
D:$46F	Motor 8 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$452	Motor 8 Axis offset (cts)
Y:$440,0,1	Motor 8 Background in-position bit
D:$408	Motor 8 Commanded position (1/[Ixx08*32] cts)
D:$410	Motor 8 Compensation correction (1/[Ixx08*32] cts)
Y:$440,20,4	Motor 8 CS number
X:$430,13,1	Motor 8 Desired-velocity-zero bit
Y:$43C,8,16,S	Motor 8 Direct current-loop integrator output
X:$430,15,1	Motor 8 Dwell-in-progress bit
Y:$44E,0,24,S	Motor 8 Encoder home capture position (cts)
Y:$440,2,1	Motor 8 Fatal-following-error bit
X:$43F,8,16,S	Motor 8 Filter Output (16-bit DAC bits)
Y:$440,13,1	Motor 8 Foreground in-postion bit
Y:$440,10,1	Motor 8 Home-complete bit
Y:$440,5,1	Motor 8 I2T fault bit
Y:$440,15,1	Motor 8 in a CS?
Y:$440,6,1	Motor 8 Integrated following error fault bit
X:$430,22,1	Motor 8 Negative-end-limit-set bit
X:$430,18,1	Motor 8 Open-loop-mode bit
Y:$440,8,1	Motor 8 Phasing error fault bit
Y:$440,9,1	Motor 8 Phasing search-in-progress bit
X:$42E,8,16,S	Motor 8 PID internal filter result (16-bit DAC bits)
D:$44C	Motor 8 Position bias (1/[Ixx08*32] cts)
X:$430,21,1	Motor 8 Positive-end-limit-set bit
D:$40D	Motor 8 Present master pos (1/[Ixx07*32] cts)
X:$434,24,S	Motor 8 Present phase position (counts *Ixx70)
D:$434	Motor 8 Present phase position (including fraction)
X:$43C,8,16,S	Motor 8 Quadrature current-loop integrator output
X:$430,17,1	Motor 8 Running-program bit
Y:$440,11,1	Motor 8 Stopped-on-position-limit bit
D:$447	Motor 8 Target (end) position (1/[Ixx08*32] cts)
L:$457	Motor 8 Variable jog position/distance (cts)
Y:$440,1,1	Motor 8 Warning-following error bit
L:$44F	Motor 8 X/U/A/B/C-Axis scale factor (cts/unit)
L:$450	Motor 8 Y/V-Axis scale factor (cts/unit)
L:$451	Motor 8 Z/W-Axis scale factor (cts/unit)
Y:$4B9,8,16,S	Motor 9 Actual direct current
D:$48B	Motor 9 Actual position (1/[Ixx08*32] cts)
X:$4B9,8,16,S	Motor 9 Actual quadrature current
X:$49D,0,24,S	Motor 9 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$4B0,19,1	Motor 9 Amplifier-enabled status bit
Y:$4C0,3,1	Motor 9 Amplifier-fault-error bit
Y:$10F1,8,1	Motor 9 autosave restored
D:$4EF	Motor 9 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$4D2	Motor 9 Axis offset (cts)
Y:$4C0,0,1	Motor 9 Background in-position bit
D:$488	Motor 9 Commanded position (1/[Ixx08*32] cts)
D:$490	Motor 9 Compensation correction (1/[Ixx08*32] cts)
Y:$4C0,20,4	Motor 9 CS number
X:$4B0,13,1	Motor 9 Desired-velocity-zero bit
Y:$4BC,8,16,S	Motor 9 Direct current-loop integrator output
X:$4B0,15,1	Motor 9 Dwell-in-progress bit
Y:$4CE,0,24,S	Motor 9 Encoder home capture position (cts)
Y:$4C0,2,1	Motor 9 Fatal-following-error bit
X:$4BF,8,16,S	Motor 9 Filter Output (16-bit DAC bits)
Y:$4C0,13,1	Motor 9 Foreground in-postion bit
Y:$4C0,10,1	Motor 9 Home-complete bit
Y:$4C0,5,1	Motor 9 I2T fault bit
Y:$4C0,15,1	Motor 9 in a CS?
Y:$4C0,6,1	Motor 9 Integrated following error fault bit
X:$4B0,22,1	Motor 9 Negative-end-limit-set bit
X:$4B0,18,1	Motor 9 Open-loop-mode bit
Y:$4C0,8,1	Motor 9 Phasing error fault bit
Y:$4C0,9,1	Motor 9 Phasing search-in-progress bit
X:$4AE,8,16,S	Motor 9 PID internal filter result (16-bit DAC bits)
D:$4CC	Motor 9 Position bias (1/[Ixx08*32] cts)
X:$4B0,21,1	Motor 9 Positive-end-limit-set bit
D:$48D	Motor 9 Present master pos (1/[Ixx07*32] cts)
X:$4B4,24,S	Motor 9 Present phase position (counts *Ixx70)
D:$4B4	Motor 9 Present phase position (including fraction)
X:$4BC,8,16,S	Motor 9 Quadrature current-loop integrator output
X:$4B0,17,1	Motor 9 Running-program bit
Y:$4C0,11,1	Motor 9 Stopped-on-position-limit bit
D:$4C7	Motor 9 Target (end) position (1/[Ixx08*32] cts)
L:$4D7	Motor 9 Variable jog position/distance (cts)
Y:$4C0,1,1	Motor 9 Warning-following error bit
L:$4CF	Motor 9 X/U/A/B/C-Axis scale factor (cts/unit)
L:$4D0	Motor 9 Y/V-Axis scale factor (cts/unit)
L:$4D1	Motor 9 Z/W-Axis scale factor (cts/unit)
Y:$78002,8,16,S	OUT1A command value; DAC or PWM
Y:$78202,8,16,S	OUT1A command value; DAC or PWM
Y:$79202,8,16,S	OUT1A command value; DAC or PWM
Y:$7A202,8,16,S	OUT1A command value; DAC or PWM
Y:$78003,8,16,S	OUT1B command value; DAC or PWM
Y:$78203,8,16,S	OUT1B command value; DAC or PWM
Y:$79203,8,16,S	OUT1B command value; DAC or PWM
Y:$7A203,8,16,S	OUT1B command value; DAC or PWM
Y:$78004,8,16,S	OUT1C command value; PFM or PWM
Y:$78204,8,16,S	OUT1C command value; PFM or PWM
Y:$79204,8,16,S	OUT1C command value; PFM or PWM
Y:$7A204,8,16,S	OUT1C command value; PFM or PWM
Y:$7800A,8,16,S	OUT2A command value; DAC or PWM
Y:$7820A,8,16,S	OUT2A command value; DAC or PWM
Y:$7920A,8,16,S	OUT2A command value; DAC or PWM
Y:$7A20A,8,16,S	OUT2A command value; DAC or PWM
Y:$7800B,8,16,S	OUT2B command value; DAC or PWM
Y:$7820B,8,16,S	OUT2B command value; DAC or PWM
Y:$7920B,8,16,S	OUT2B command value; DAC or PWM
Y:$7A20B,8,16,S	OUT2B command value; DAC or PWM
Y:$7800C,8,16,S	OUT2C command value; PFM or PWM
Y:$7820C,8,16,S	OUT2C command value; PFM or PWM
Y:$7920C,8,16,S	OUT2C command value; PFM or PWM
Y:$7A20C,8,16,S	OUT2C command value; PFM or PWM
Y:$78012,8,16,S	OUT3A command value; DAC or PWM
Y:$78212,8,16,S	OUT3A command value; DAC or PWM
Y:$79212,8,16,S	OUT3A command value; DAC or PWM
Y:$7A212,8,16,S	OUT3A command value; DAC or PWM
Y:$78013,8,16,S	OUT3B command value; DAC or PWM
Y:$78213,8,16,S	OUT3B command value; DAC or PWM
Y:$79213,8,16,S	OUT3B command value; DAC or PWM
Y:$7A213,8,16,S	OUT3B command value; DAC or PWM
Y:$78014,8,16,S	OUT3C command value; PFM or PWM
Y:$78214,8,16,S	OUT3C command value; PFM or PWM
Y:$79214,8,16,S	OUT3C command value; PFM or PWM
Y:$7A214,8,16,S	OUT3C command value; PFM or PWM
Y:$7801A,8,16,S	OUT4A command value; DAC or PWM
Y:$7821A,8,16,S	OUT4A command value; DAC or PWM
Y:$7921A,8,16,S	OUT4A command value; DAC or PWM
Y:$7A21A,8,16,S	OUT4A command value; DAC or PWM
Y:$7801B,8,16,S	OUT4B command value; DAC or PWM
Y:$7821B,8,16,S	OUT4B command value; DAC or PWM
Y:$7921B,8,16,S	OUT4B command value; DAC or PWM
Y:$7A21B,8,16,S	OUT4B command value; DAC or PWM
Y:$7801C,8,16,S	OUT4C command value; PFM or PWM
Y:$7821C,8,16,S	OUT4C command value; PFM or PWM
Y:$7921C,8,16,S	OUT4C command value; PFM or PWM
Y:$7A21C,8,16,S	OUT4C command value; PFM or PWM
Y:$78102,8,16,S	OUT5A command value; DAC or PWM
Y:$78302,8,16,S	OUT5A command value; DAC or PWM
Y:$79302,8,16,S	OUT5A command value; DAC or PWM
Y:$7A302,8,16,S	OUT5A command value; DAC or PWM
Y:$78103,8,16,S	OUT5B command value; DAC or PWM
Y:$78303,8,16,S	OUT5B command value; DAC or PWM
Y:$79303,8,16,S	OUT5B command value; DAC or PWM
Y:$7A303,8,16,S	OUT5B command value; DAC or PWM
Y:$78104,8,16,S	OUT5C command value; PFM or PWM
Y:$78304,8,16,S	OUT5C command value; PFM or PWM
Y:$79304,8,16,S	OUT5C command value; PFM or PWM
Y:$7A304,8,16,S	OUT5C command value; PFM or PWM
Y:$7810A,8,16,S	OUT6A command value; DAC or PWM
Y:$7830A,8,16,S	OUT6A command value; DAC or PWM
Y:$7930A,8,16,S	OUT6A command value; DAC or PWM
Y:$7A30A,8,16,S	OUT6A command value; DAC or PWM
Y:$7810B,8,16,S	OUT6B command value; DAC or PWM
Y:$7830B,8,16,S	OUT6B command value; DAC or PWM
Y:$7930B,8,16,S	OUT6B command value; DAC or PWM
Y:$7A30B,8,16,S	OUT6B command value; DAC or PWM
Y:$7810C,8,16,S	OUT6C command value; PFM or PWM
Y:$7830C,8,16,S	OUT6C command value; PFM or PWM
Y:$7930C,8,16,S	OUT6C command value; PFM or PWM
Y:$7A30C,8,16,S	OUT6C command value; PFM or PWM
Y:$78112,8,16,S	OUT7A command value; DAC or PWM
Y:$78312,8,16,S	OUT7A command value; DAC or PWM
Y:$79312,8,16,S	OUT7A command value; DAC or PWM
Y:$7A312,8,16,S	OUT7A command value; DAC or PWM
Y:$78113,8,16,S	OUT7B command value; DAC or PWM
Y:$78313,8,16,S	OUT7B command value; DAC or PWM
Y:$79313,8,16,S	OUT7B command value; DAC or PWM
Y:$7A313,8,16,S	OUT7B command value; DAC or PWM
Y:$78114,8,16,S	OUT7C command value; PFM or PWM
Y:$78314,8,16,S	OUT7C command value; PFM or PWM
Y:$79314,8,16,S	OUT7C command value; PFM or PWM
Y:$7A314,8,16,S	OUT7C command value; PFM or PWM
Y:$7811A,8,16,S	OUT8A command value; DAC or PWM
Y:$7831A,8,16,S	OUT8A command value; DAC or PWM
Y:$7931A,8,16,S	OUT8A command value; DAC or PWM
Y:$7A31A,8,16,S	OUT8A command value; DAC or PWM
Y:$7811B,8,16,S	OUT8B command value; DAC or PWM
Y:$7831B,8,16,S	OUT8B command value; DAC or PWM
Y:$7931B,8,16,S	OUT8B command value; DAC or PWM
Y:$7A31B,8,16,S	OUT8B command value; DAC or PWM
Y:$7811C,8,16,S	OUT8C command value; PFM or PWM
Y:$7831C,8,16,S	OUT8C command value; PFM or PWM
Y:$7931C,8,16,S	OUT8C command value; PFM or PWM
Y:$7A31C,8,16,S	OUT8C command value; PFM or PWM
Y:$78802,1,1	Output 1 Data Line 13 / 31
Y:$78802,2,1	Output 1 Data Line 14 / 32
Y:$78802,3,1	Output 1 Data Line 15 / 33
Y:$78802,4,1	Output 1 Data Line 16 / 34
Y:$78802,5,1	Output 1 Data Line 17 / 35
Y:$78802,6,1	Output 1 Data Line 18 / 36
Y:$78802,7,1	Output 1 Data Line 19 / 37
Y:$78802,0,1	Output 1 Data Line Pin.. Source 12 / Sink 30
Y:$3100,22,1	PLC 0
Y:$3101,22,1	PLC 1
Y:$310A,22,1	PLC 10
Y:$310B,22,1	PLC 11
Y:$310C,22,1	PLC 12
Y:$310D,22,1	PLC 13
Y:$310E,22,1	PLC 14
Y:$310F,22,1	PLC 15
Y:$3110,22,1	PLC 16 0x10
Y:$3111,22,1	PLC 17 0x11
Y:$3112,22,1	PLC 18 0x12
Y:$3113,22,1	PLC 19 0x13
Y:$3102,22,1	PLC 2
Y:$3114,22,1	PLC 20 0x14
Y:$3115,22,1	PLC 21 0x15
Y:$3116,22,1	PLC 22 0x16
Y:$3117,22,1	PLC 23 0x17
Y:$3118,22,1	PLC 24 0x18
Y:$3119,22,1	PLC 25 0x19
Y:$311A,22,1	PLC 26 0x1A
Y:$311B,22,1	PLC 27 0x1B
Y:$311C,22,1	PLC 27 0x1C
Y:$311D,22,1	PLC 28 0x1D
Y:$311E,22,1	PLC 29 0x1E
Y:$3103,22,1	PLC 3
Y:$311F,22,1	PLC 31 0x1F
Y:$3104,22,1	PLC 4
Y:$3105,22,1	PLC 5
Y:$3106,22,1	PLC 6
Y:$3107,22,1	PLC 7
Y:$3108,22,1	PLC 8
Y:$3109,22,1	PLC 9
Y:$10F0,0,1	PLC1 executed?
X:$78000,17	PLIM1 flag input status
X:$78200,17	PLIM1 flag input status
X:$79200,17	PLIM1 flag input status
X:$7A200,17	PLIM1 flag input status
X:$78008,17	PLIM2 flag input status
X:$78208,17	PLIM2 flag input status
X:$79208,17	PLIM2 flag input status
X:$7A208,17	PLIM2 flag input status
X:$78010,17	PLIM3 flag input status
X:$78210,17	PLIM3 flag input status
X:$79210,17	PLIM3 flag input status
X:$7A210,17	PLIM3 flag input status
X:$78018,17	PLIM4 flag input status
X:$78218,17	PLIM4 flag input status
X:$79218,17	PLIM4 flag input status
X:$7A218,17	PLIM4 flag input status
X:$78100,17	PLIM5 flag input status
X:$78300,17	PLIM5 flag input status
X:$79300,17	PLIM5 flag input status
X:$7A300,17	PLIM5 flag input status
X:$78108,17	PLIM6 flag input status
X:$78308,17	PLIM6 flag input status
X:$79308,17	PLIM6 flag input status
X:$7A308,17	PLIM6 flag input status
X:$78110,17	PLIM7 flag input status
X:$78310,17	PLIM7 flag input status
X:$79310,17	PLIM7 flag input status
X:$7A310,17	PLIM7 flag input status
X:$78118,17	PLIM8 flag input status
X:$78318,17	PLIM8 flag input status
X:$79318,17	PLIM8 flag input status
X:$7A318,17	PLIM8 flag input status
X:$24,0,24	Pointer to display buffer
Y:$10F3,0,24	Reserved for ACC-11E mirroring in PLC3
Y:$10F4,0,24	Reserved for ACC-11E mirroring in PLC3
Y:$10F5,0,24	Reserved for BNL PLC use
Y:$10F6,0,24	Reserved for BNL PLC use
Y:$10F7,0,24	Reserved for BNL PLC use
Y:$10F8,0,24	Reserved for BNL PLC use
Y:$10F9,0,24	Reserved for BNL PLC use
Y:$10FA,0,24	Reserved for BNL PLC use
Y:$10FB,0,24	Reserved for BNL PLC use
Y:$10FC,0,24	Reserved for BNL PLC use
Y:$10FD,0,24	Reserved for BNL PLC use
Y:$10FE,0,24	Reserved for BNL PLC use
Y:$10FF,0,24	Reserved for BNL PLC use
